figure_panel,regimen,biomarker,curve,time_day,value,units,digitization_note
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,5.0,1.0,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,5.25,1.0,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,5.5,1.0,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,5.75,1.0,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,6.0,1.0,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,6.25,1.67058,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,6.5,1.71493,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,6.75,1.76046,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,7.0,4.88963,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,7.25,5.0,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,7.5,4.03466,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,7.75,3.76153,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,8.0,4.83604,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,8.25,4.00249,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,8.5,3.79594,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,8.75,3.29863,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,9.0,3.09272,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,9.25,2.89297,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,9.5,2.66385,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,9.75,2.51189,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,10.0,2.37826,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,10.25,2.25597,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,10.5,2.15443,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,10.75,2.05602,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,11.0,1.99464,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,11.25,1.96487,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,11.5,1.92059,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,11.75,1.84785,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,12.0,1.80692,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,12.25,1.79198,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,12.5,1.71133,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,12.75,1.71133,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,13.0,1.68526,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,13.25,1.68526,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,13.5,1.65959,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,13.75,1.63431,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,14.0,1.63431,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,14.25,1.63431,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,14.5,1.60124,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,14.75,1.58489,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,15.0,1.58489,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,15.25,1.58489,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,15.5,1.56075,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,15.75,1.56075,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,16.0,1.55465,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,16.25,1.53697,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,16.5,1.53697,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,16.75,1.53697,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,17.0,1.53217,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,17.25,1.51356,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,17.5,1.51356,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,17.75,1.4678,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,18.0,1.4678,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,18.25,1.4678,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,18.5,1.44544,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,18.75,1.44544,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,19.0,1.44544,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,19.25,1.44544,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,19.5,1.44544,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,19.75,1.44544,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,20.0,1.40174,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,20.25,1.40174,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,20.5,1.40119,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,20.75,1.41127,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,21.0,5.0,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,21.25,4.70591,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,21.5,2.62507,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,21.75,2.36919,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,22.0,4.36858,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,22.25,4.10921,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,22.5,3.86524,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,22.75,3.58529,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,23.0,3.4199,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,23.25,3.26087,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,23.5,3.02587,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,23.75,2.92864,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,24.0,2.80341,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,24.25,2.71227,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,24.5,2.67096,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,24.75,2.55825,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,25.0,2.51189,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,25.25,2.44406,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,25.5,2.39883,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,25.75,2.3711,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,26.0,2.36229,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,26.25,2.29087,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,26.5,2.29087,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,26.75,2.25597,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,27.0,2.2216,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,27.25,2.18776,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,27.5,2.15443,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,27.75,2.15443,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,28.0,2.13328,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,28.25,2.0893,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,28.5,2.0893,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,28.75,2.0893,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
D,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,IL6,median_green,29.0,2.03886,pg/mL,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
