figure_panel,regimen,patient_rank_fraction,approx_virtual_patient_rank_if_N4500,tumor_change_percent_day84,units,digitization_note
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.1980,892,58.6469,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2000,901,57.6254,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2020,910,56.6039,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2040,919,54.7677,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2060,928,54.3501,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2080,937,52.7288,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2100,946,51.4944,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2120,955,49.6663,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2140,964,48.4278,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2160,973,46.6039,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2180,982,45.3613,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2200,991,44.3398,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2220,1000,42.522,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2240,1009,41.2733,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2260,1018,40.2518,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2280,1027,39.2303,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2300,1036,38.2088,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2320,1045,36.4012,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2340,1054,35.1423,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2360,1063,33.3388,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2380,1072,32.0757,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2400,1081,31.0542,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2420,1090,30.0328,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2440,1099,29.0113,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2460,1108,27.9898,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2480,1117,26.1986,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2500,1126,24.9232,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2520,1135,23.9017,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2540,1144,22.1167,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2560,1153,20.0737,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2580,1162,18.7902,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2600,1171,17.0113,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2620,1180,15.7236,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2640,1189,13.9488,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2660,1198,11.9058,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2680,1207,9.86285,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2700,1216,7.81986,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2720,1225,5.03173,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2740,1234,3.45343,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2760,1243,1.71939,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2780,1252,-0.284308,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2800,1261,-2.28801,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2820,1270,-4.29171,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2840,1279,-6.29541,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2860,1288,-8.29911,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2880,1297,-10.3028,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2900,1306,-12.3065,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2920,1315,-14.3102,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2940,1324,-16.3139,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2960,1333,-18.3176,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.2980,1342,-20.3213,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3000,1351,-22.325,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3020,1360,-24.3287,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3040,1369,-26.3324,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3060,1378,-28.3361,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3080,1387,-30.3398,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3100,1396,-32.3435,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3120,1405,-34.3472,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3140,1414,-36.3509,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3160,1423,-38.3546,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3180,1432,-40.3583,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3200,1441,-42.362,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3220,1450,-44.3657,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3240,1459,-46.3694,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3260,1468,-48.3731,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3280,1477,-53.8424,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3300,1486,-58.2497,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3320,1495,-60.6305,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3340,1504,-63.3552,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3360,1513,-65.74,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3380,1522,-67.783,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3400,1531,-70.5015,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3420,1540,-72.219,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3440,1549,-75.2549,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3460,1558,-78.6714,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3480,1567,-82.4033,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3500,1576,-85.1586,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3520,1585,-87.2016,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3540,1594,-89.2446,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3560,1603,-91.2876,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3580,1612,-92.6735,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3600,1621,-95.6602,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3620,1630,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3640,1639,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3660,1648,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3680,1657,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3700,1666,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3720,1675,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3740,1684,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3760,1693,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3780,1702,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3800,1711,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3820,1720,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3840,1729,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3860,1738,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3880,1747,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3900,1756,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3920,1765,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3940,1774,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3960,1783,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.3980,1792,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4000,1801,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4020,1810,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4040,1819,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4060,1828,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
K,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,0.4080,1837,-97.1341,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
